chrom	length	bases	mean	min	max
Contig77	31276	137462	4.40	0	52
Contig78	31158	601799	19.31	0	59
Contig79	30674	1144204	37.30	0	201
Contig80	29757	762423	25.62	0	141
Contig81	29483	8973326	304.36	0	3348
Contig82	29460	94989	3.22	0	31
Contig83	29339	95273	3.25	0	21
Contig84	28856	35929	1.25	0	11
Contig85	28693	103817	3.62	0	34
Contig86	28361	115621	4.08	0	23
Contig87	28171	39362	1.40	0	28
Contig88	28126	7502047	266.73	0	1588
Contig89	27995	28894	1.03	0	22
Contig90	27806	143802	5.17	0	39
Contig91	27729	117782	4.25	0	55
Contig92	27295	508529	18.63	0	94
Contig93	26816	93091	3.47	0	39
Contig94	26673	26181879	981.59	0	17066
Contig95	26456	240518	9.09	0	143
Contig96	26378	8692027	329.52	0	3251
Contig97	24768	4665643	188.37	0	368
Contig98	24699	123210	4.99	0	31
Contig99	24591	284653	11.58	0	96
Contig100	22915	25166	1.10	0	10
Contig101	22863	10169597	444.81	0	1709
Contig102	22697	1124298	49.54	0	265
Contig103	22371	1546952	69.15	0	914
Contig104	22046	260006	11.79	0	189
Contig105	21134	4804693	227.34	0	1391
Contig106	20804	4535715	218.02	0	1575
Contig107	19337	4386853	226.86	1	519
Contig108	18973	21627	1.14	0	24
Contig109	18357	432033	23.54	0	94
Contig110	17537	1334500	76.10	0	300
Contig111	17350	13735711	791.68	0	19451
Contig112	16706	5282079	316.18	0	2495
Contig113	16668	1897171	113.82	0	268
Contig114	16655	2565826	154.06	0	439
Contig115	16644	7290694	438.04	0	1014
Contig116	16067	2491600	155.08	0	871
Contig117	15129	2157874	142.63	0	563
Contig118	14319	4201811	293.44	0	4927
Contig119	14225	124219	8.73	0	60
Contig120	13711	3923380	286.15	0	1697
Contig121	13447	68487	5.09	0	41
Contig122	13333	51172	3.84	0	39
Contig123	13296	4868629	366.17	0	952
Contig124	12896	7079831	548.99	0	2254
Contig125	12301	4569875	371.50	0	3006
Contig126	12285	7601842	618.79	1	1348
Contig127	12038	552357	45.88	0	232
Contig128	11836	47593	4.02	0	24
Contig129	11606	1623241	139.86	0	322
Contig130	11535	580480	50.32	0	152
Contig131	11355	2768032	243.77	0	803
Contig132	11217	3027226	269.88	0	778
Contig133	10757	1113283	103.49	0	600
Contig134	10675	29300	2.74	0	21
Contig135	10639	4762	0.45	0	5
Contig136	9770	35921	3.68	0	36
Contig137	9436	16743290	1774.41	0	16969
Contig138	9400	57788	6.15	0	91
Contig139	9286	1166142	125.58	0	504
Contig140	9145	4609159	504.01	0	5271
Contig141	8182	22291	2.72	0	18
Contig142	8104	70648	8.72	0	25
Contig143	7930	2305885	290.78	2	799
Contig144	7885	2804541	355.68	0	2962
Contig145	7286	1714315	235.29	0	478
Contig146	7149	3536854	494.73	0	3919
Contig147	6653	1966318	295.55	0	835
Contig148	5710	1585941	277.75	0	1231
Contig149	5587	17881	3.20	0	17
Contig150	5543	5748	1.04	0	6
Contig151	5291	709421	134.08	0	461
Contig152	5228	1198255	229.20	0	621
Contig153	5200	18506	3.56	0	53
Contig154	5183	1248265	240.84	1	1221
Contig155	5156	17164358	3329.01	0	38434
Contig156	4991	18319	3.67	0	15
Contig157	4726	268841	56.89	0	155
Contig158	4615	1373720	297.66	0	1070
Contig159	4598	371007	80.69	0	371
Contig160	3926	99673	25.39	0	100
Contig161	3793	116404	30.69	0	60
Contig162	3720	1248156	335.53	0	1060
Contig163	3441	53402	15.52	0	45
Contig164	3436	546883	159.16	0	734
Contig165	3429	466478	136.04	0	294
Contig166	3379	1534467	454.12	1	1315
Contig167	2968	558685	188.24	0	892
Contig168	2905	211752	72.89	0	232
Contig169	2859	11311	3.96	0	31
Contig170	2770	1943803	701.73	1	2237
Contig171	2732	450256	164.81	0	335
Contig172	2372	4253	1.79	0	11
Contig173	2356	68595	29.12	0	74
Contig174	2202	29307	13.31	0	48
Contig175	1776	396952	223.51	0	720
Contig176	1642	42503	25.88	0	44
Contig178	1111	13492	12.14	0	30
Contig179	1030	170161	165.20	0	405
Contig181	1000	26999	27.00	0	47
total	1716025378	13468441865	7.85	0	38434
