chrom	length	bases	mean	min	max
Contig92	27295	449398	16.46	0	110
Contig93	26816	121749	4.54	0	28
Contig94	26673	10534316	394.94	0	4344
Contig95	26456	466117	17.62	0	132
Contig96	26378	2621109	99.37	0	830
Contig97	24768	1535285	61.99	0	405
Contig98	24699	157678	6.38	0	34
Contig99	24591	254608	10.35	0	105
Contig100	22915	393795	17.19	0	191
Contig101	22863	6878061	300.84	0	1527
Contig102	22697	490978	21.63	0	187
Contig103	22371	1556024	69.56	0	590
Contig104	22046	188525	8.55	0	59
Contig105	21134	2909077	137.65	0	1370
Contig106	20804	2518404	121.05	0	1435
Contig107	19337	3216192	166.32	0	379
Contig108	18973	201615	10.63	0	78
Contig109	18357	306276	16.68	0	74
Contig110	17537	1998453	113.96	0	671
Contig111	17350	16521665	952.26	0	26696
Contig112	16706	2567006	153.66	0	1578
Contig113	16668	198663	11.92	0	130
Contig114	16655	2273370	136.50	0	292
Contig115	16644	8385487	503.81	2	1101
Contig116	16067	1852916	115.32	0	804
Contig117	15129	2167091	143.24	0	614
Contig118	14319	2320900	162.09	0	5440
Contig119	14225	97598	6.86	0	46
Contig120	13711	1420157	103.58	0	286
Contig121	13447	68214	5.07	0	36
Contig122	13333	54165	4.06	0	36
Contig123	13296	5881627	442.36	2	1167
Contig124	12896	7664155	594.30	1	2731
Contig125	12301	4370585	355.30	0	1329
Contig126	12285	5178070	421.50	0	1049
Contig127	12038	568303	47.21	0	226
Contig128	11836	59819	5.05	0	24
Contig129	11606	4005485	345.12	0	3690
Contig130	11535	343908	29.81	0	122
Contig131	11355	3503066	308.50	0	1149
Contig132	11217	4016033	358.03	0	1238
Contig133	10757	1913659	177.90	0	1761
Contig134	10675	28187	2.64	0	17
Contig135	10639	13578	1.28	0	6
Contig136	9770	22983	2.35	0	17
Contig137	9436	6679632	707.89	0	4270
Contig138	9400	228927	24.35	0	206
Contig139	9286	2295316	247.18	0	640
Contig140	9145	2836346	310.15	0	2106
Contig141	8182	28616	3.50	0	15
Contig142	8104	32934	4.06	0	17
Contig143	7930	2949553	371.95	0	1220
Contig144	7885	4275902	542.28	0	4440
Contig145	7286	1181610	162.18	0	319
Contig146	7149	4202452	587.84	0	5222
Contig147	6653	2175379	326.98	0	959
Contig148	5710	948405	166.10	0	1123
Contig149	5587	48238	8.63	0	27
Contig150	5543	9571	1.73	0	8
Contig151	5291	751766	142.08	0	498
Contig152	5228	1863756	356.50	0	1034
Contig153	5200	175726	33.79	0	184
Contig154	5183	844838	163.00	0	1245
Contig155	5156	5008232	971.34	0	6534
Contig156	4991	14809	2.97	0	15
Contig157	4726	195153	41.29	0	153
Contig158	4615	423778	91.83	0	230
Contig159	4598	21209	4.61	0	23
Contig160	3926	79295	20.20	0	62
Contig161	3793	83030	21.89	0	59
Contig162	3720	1581123	425.03	0	1471
Contig163	3441	46480	13.51	0	44
Contig164	3436	754545	219.60	0	1118
Contig165	3429	400422	116.78	0	286
Contig166	3379	1773939	524.99	0	1721
Contig167	2968	860010	289.76	0	2156
Contig168	2905	143507	49.40	0	166
Contig169	2859	9389	3.28	0	36
Contig170	2770	2470691	891.95	2	3642
Contig171	2732	429443	157.19	1	311
Contig172	2372	4980	2.10	0	11
Contig173	2356	42389	17.99	0	48
Contig174	2202	60876	27.65	0	125
Contig175	1776	850550	478.91	7	1108
Contig176	1642	35976	21.91	0	36
Contig178	1111	18423	16.58	0	38
Contig179	1030	215698	209.42	0	523
Contig180	1009	598	0.59	0	2
Contig181	1000	63496	63.50	0	145
total	1716026387	13840037444	8.07	0	28698
